2019-10-25 08:35:48,What do read? A flagship collection in environmental humanities and so many there in OA!!! #envhist #ecocrit\xe2\x80\xa6 https://t.co/MxTqY3BJsx
2019-10-25 08:32:55,"@TechnologyTulip @everzet @mathiasverraes @FullStackEU We may need to look at the way an ecosystem works, rather th\xe2\x80\xa6 https://t.co/2dVEFlxi3c"
2019-10-25 08:20:43,UK has biggest fossil fuel subsidies in the #EU\n\n- \xe2\x82\xac12bn on fossil fuels subsidies\n- \xe2\x82\xac8.3bn on #RenewableEnergy\n\nEU\xe2\x80\xa6 https://t.co/ROz8gRsNyu
2019-10-25 08:17:54,"Richard Bruton, minister of Communications, Climate Action and Environment opens Working together for a Secure, Sus\xe2\x80\xa6 https://t.co/eU2m1aQLY0"
2019-10-25 08:13:56,An rud is scanruil na athru an aeraide: the scariest thing is climate change! \xf0\x9f\x91\xbb \xf0\x9f\x8e\x83 #schoolstrike4climate\xe2\x80\xa6 https://t.co/Rqfy3Uodme
2019-10-25 08:12:31,More from our 2nd year 2B class @WeAreTUDublin learning about renewable energy yesterday... https://t.co/y74T0gZpDg
2019-10-25 08:11:25,Our 2B class having fun as they got to learn all about renewable energy @WeAreTUDublin #RenewableEnergy\xe2\x80\xa6 https://t.co/VyBzTWL8e8
2019-10-25 08:10:02,Excellent Acoustic and Thermal Performance? \xe2\x9c\x85\nDesigned for the needs of the Irish market? \xe2\x9c\x85\nMade from Recycled Glas\xe2\x80\xa6 https://t.co/eVdXgCsrBK
2019-10-25 07:58:56,Large vinyl sticker print running now before applying to corriboard today for local Tidy towns &amp; tourism initiative\xe2\x80\xa6 https://t.co/wN01zmwAw8
2019-10-25 07:49:01,What do you think of #Dublin\xe2\x80\x99s Startup ecosystem? How was the #StartupWeekDublin powered by @DubCityCouncil event t\xe2\x80\xa6 https://t.co/tWbDXM4GAl
2019-10-25 07:42:09,The Energy we save when we #recycle one #glassbottle is enough to light a traditional light bulb for four hours.\xe2\x80\xa6 https://t.co/OAdr2HPqW3
2019-10-25 07:40:55,Big news in the fight against air pollution. Governments need to take this seriously now and stop car access to urb\xe2\x80\xa6 https://t.co/ran5cQusWt
2019-10-25 07:31:09,New York Times: Climate change will cost us even more than we think...\n\nProducing so much CO2 from cement for the W\xe2\x80\xa6 https://t.co/dsizq7D746
2019-10-25 07:19:23,Northern Ireland recycles half its household waste https://t.co/Zx7Qpk7ru6
2019-10-25 07:08:17,"@EwanMacKenna @simoncoveney @LeoVaradkar Irish beef, produced mainly off grazed grass, has a lower carbon footprint\xe2\x80\xa6 https://t.co/zrULQZ1M3B"
2019-10-25 07:01:49,Ireland \xe2\x80\x98must get serious\xe2\x80\x99 after missing emissions target again. \xe2\x80\x9cIreland had consistently failed to hit its emissi\xe2\x80\xa6 https://t.co/9BK5Sz2Fvi
2019-10-25 06:58:17,@whittledaway All up for growing trees but we are serious about saving our biodiversity we need to think beyond tre\xe2\x80\xa6 https://t.co/11QWGe8KiM
2019-10-25 06:50:48,Ireland misses emissions targets (no news there as we might be the only EU country never to hit a single emissions\xe2\x80\xa6 https://t.co/koAZ4b5yf4
2019-10-25 06:48:35,"@RichardbrutonTD The most ambitious, cheapest, simplest &amp; most effective way to cut emissions would be to build the\xe2\x80\xa6 https://t.co/WV4YN8UBQx"
2019-10-25 06:46:23,RICOH \xe2\x80\x93 Workers would take pay cuts for sake of climate change and flexible working.\xc2\xa0#ClimateChange\xe2\x80\xa6 https://t.co/cVvaiWoLy9
2019-10-25 06:29:19,I hope this individual(s) get everything they deserve and more. A full lorryload of household waste dumped overnigh\xe2\x80\xa6 https://t.co/qVSTbAFbBw
2019-10-25 06:27:50,@Meat_DairyFacts @IFAmedia @Bordbia @icmsa @DairyIndustryIE @NDC_ie But we\xe2\x80\x99re not explaining any of the environment\xe2\x80\xa6 https://t.co/ihvFcQDMpE
2019-10-25 06:05:54,"Retrofitting external insulation. 250mm cellulose plus 35mm Gutex board, ventilated facade. https://t.co/tx9tB3LZZ7"
2019-10-25 06:00:42,@hazechu Yes I agree. Huge leadership required at world level. Increasing the price of fuel as a carbon tax is a jo\xe2\x80\xa6 https://t.co/PpUAnjREoa
2019-10-25 05:55:34,@hazechu It\xe2\x80\x99s 100m per % missed. So 5-6% is 500-600m a year. Inform households that the carbon tax is a rouse to co\xe2\x80\xa6 https://t.co/4FRxuPkFJ5
2019-10-25 05:19:18,@rtenews Tis easy blame the cows!! It\xe2\x80\x99s the increase in vegans and their emissions!\xf0\x9f\x98\x9b
2019-10-25 02:58:17,cas gonna show up on nancy drew or something next week like nah he was dumping this whole ass show
2019-10-25 02:09:39,Biological methanation scale of 0.3 MW. Hydrogen sourced from PV. CO2 from biogas at WWTP. https://t.co/mEYNLMlXhd
2019-10-25 02:07:36,Growth in biogas in Switzerland as explained by Hajo Naegele @IEABioenergy. \xe2\x80\x9cFarming with biogas is sexy\xe2\x80\x9d https://t.co/RJNe7zhoSK
2019-10-25 02:05:21,fighting climate change non stop and releasing little women. 2019 is a big year for her i guess
2019-10-25 01:47:36,Guenther Bochmann presents on feed in tariffs for biogas in Austria \xe2\x81\xa6@IEABioenergy\xe2\x81\xa9 meeting in Korea \xe2\x81\xa6@ianof\xe2\x81\xa9 \xe2\x81\xa6\xe2\x80\xa6 https://t.co/amISOHCoFC
2019-10-25 01:04:45,@Icfcsam Everton to beat Brighton maybe.  Arsenal beat palace.   And I hope to god we can beat Norwich
2019-10-25 00:04:18,It\xe2\x80\x99s 1am and I\xe2\x80\x99m lying in bed having a panic attack thinking about landfill sites. Like I have a 12 hour shift tomo\xe2\x80\xa6 https://t.co/tdhU3JcIxW
2019-10-24 23:57:29,@EwanMacKenna @simoncoveney @LeoVaradkar The environment \xf0\x9f\xa4\x94 Home grown grass fed beef or beef flown in from South Am\xe2\x80\xa6 https://t.co/rDHSH6F4si
2019-10-24 23:46:24,\xe2\x81\xa6@tcdalumni\xe2\x81\xa9 New York chapter event with great crowd \xe2\x81\xa6@tcddublin\xe2\x81\xa9 innovation ecosystem \xe2\x81\xa6@atlanticbridgev\xe2\x81\xa9 \xe2\x81\xa6\xe2\x80\xa6 https://t.co/U5w2zZA16J
2019-10-24 23:41:53,pic of jeff bezos\xe2\x80\x99 two private jets ready to fly and release tons of CO2 into the atmosphere. why aren\xe2\x80\x99t people tal\xe2\x80\xa6 https://t.co/R1l9xftbGw
2019-10-24 23:38:29,"s your reason to recycle."""
2019-10-24 23:35:00,@LBC @TomSwarbrick1 They are big into climate change....Several times a  day on BBC Radio5live..
2019-10-24 23:20:48,"t care about the effects of climate change now, they may start caring when th\xe2\x80\xa6 https://t.co/5ZYJDJOiEL"""
2019-10-24 23:14:14,@_Kittea Fortunately managed to remove myself from that toxic environment but moving out and even leaving the count\xe2\x80\xa6 https://t.co/ccn93JKwlT
2019-10-24 23:06:39,@eoinmacv Or buy carbon credits to offload their shortfall! It\xe2\x80\x99s pure madness!
2019-10-24 22:58:51,"s actually cows belching moreso than farting that releases most emissions \xf0\x9f\xa4\xae"""
2019-10-24 22:55:31,#TonightVMTV Actually China emissions per capita are higher than the UK per capita emissions.... https://t.co/u8XdMYpxWZ
2019-10-24 22:53:58,@1rorycowan She is an emissions hazard... \xf0\x9f\x98\x82
2019-10-24 22:52:23,"@SarahJaneAvory Blog idea, your dev environment and process."
2019-10-24 22:51:50,@thermalimageguy @SainsburysNews @BITCenvironment Brilliant for carbon footprint
2019-10-24 22:38:26,"#TonightVMTV carbon tax goes up for the ordinary citizen while farmers cause 1/3rd of the carbon footbrint, usual h\xe2\x80\xa6 https://t.co/iJCaS3In3B"
2019-10-24 22:37:26,#TonightVMTV Why does EPA report not isolate construction emissions which are responsible for 51% of global emissio\xe2\x80\xa6 https://t.co/FHftZOEKKs
2019-10-24 22:35:10,@bracesco22 Ke
2019-10-24 22:30:05,An Post lands \xe2\x82\xac40m loan from EU bank for electric vehicles and automated parcel sorting   https://t.co/t21xc1PM1T https://t.co/3rrOz14KFw
2019-10-24 22:29:39,Meet with the minister for environment @RichardbrutonTD support beach protection @TrumpDoonbeg https://t.co/yYkM0QVaBm
2019-10-24 22:27:22,"@LiamdePaor Marginal for what? The Land in #Leitrim is not marginal for its environmental, biodiversity or landscap\xe2\x80\xa6 https://t.co/nJQBGi30aT"
2019-10-24 22:22:18,"@gavinjdaly @sendboyle @teagasc I think we are heading in a bizarre direction, we punish people through carbon taxe\xe2\x80\xa6 https://t.co/gtmznNZcju"
2019-10-24 22:18:52,lomepal est si amoureeeeeeuxxxx c\xe2\x80\x99est bon je suis trop heureuse pour lui ptit bibi il m\xc3\xa9rite d\xe2\x80\x99\xc3\xaatre heureux
2019-10-24 22:16:16,@hazechu If he shut Eamon Ryan up it would halve our emissions
2019-10-24 22:13:47,@CormacORafferty @Ms1000O @thejournal_ie From the environmental/ethical talk I attended this Monday https://t.co/1SSB3DlvNK
2019-10-24 22:08:14,@rachiea @IWEA Just stay walking on the communities forced to live beside noisy #wind turbines. Seems to be working well so far !
2019-10-24 22:01:19,@fine_firmino @Icfcsam When did they last score 2??
2019-10-24 22:01:11,#VoteGate apologies in the D\xc3\xa1il but will any TD face sanctions?\n\nIreland misses greenhouse gas emissions targets AG\xe2\x80\xa6 https://t.co/16mL2LRIP3
2019-10-24 21:55:36,@Icfcsam https://t.co/5SJ7OC5w7Z
2019-10-24 21:44:11,@fine_firmino @Icfcsam Utd dont score 2 unless its pens lol
2019-10-24 21:44:06,Eileen Duggan environmental manager from @rtenews winner of the Food Waste Management award at #pakmanawards https://t.co/M3DLV6KmiL
2019-10-24 21:41:13,"Well done to our friends in @socialrecycle Una and John, who very deservedly picked the #WEEEChampion Award\xe2\x80\xa6 https://t.co/7qUNtSda7Z"
2019-10-24 21:38:23,Delighted and deserved @RecycleIt congratulations \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb #WEEEChampions #Pakmanawards https://t.co/tsNGsN0Yq2
2019-10-24 21:37:29,@CByrneTD no mention of public transport in the flyer on climate change that arrived in my letterbox today. Lots ab\xe2\x80\xa6 https://t.co/wQk683FhSL
2019-10-24 21:37:20,s #biodiversitycrisis? \n\nThen this is a must read article by @tcddublin
2019-10-24 21:35:39,OMG- I will no longer return items - I had no idea of the landfill problem \xf0\x9f\x98\xac.   Where do your online returns go? (A\xe2\x80\xa6 https://t.co/3AoqBCzl1E
2019-10-24 21:35:18,"@CaelainnH @AnPostIBAS @BrendanBarring1 @PenguinIEBooks @IOPenvironment @A_Jay92 Brilliant! Congratulations, Caelainn!"
2019-10-24 21:19:04,"[#CustomerStory] A new #IT infrastructure, #SAP environment and application landscape have become the operational a\xe2\x80\xa6 https://t.co/aDi7QPUI9a"
2019-10-24 21:09:49,malheureusement...ma m\xc3\xa8re avait appel\xc3\xa9 un uber et donc on \xc3\xa9tait oblig\xc3\xa9 de partir avec lou avant la fin \xf0\x9f\x98\x94\xf0\x9f\x98\x94 mais c\xe2\x80\x99\xc3\xa9t\xe2\x80\xa6 https://t.co/oWC8TSk8iF
2019-10-24 20:52:14,"s previous form before the international break but tonight away in a tough environment w\xe2\x80\xa6 https://t.co/j1Zw8CSTdW"""
2019-10-24 20:48:53,dumping
2019-10-24 20:40:43,"Noise pollution hurts wildlife, but states have trouble turning down the volume https://t.co/7DrsghWFn3 #noise https://t.co/G1gzRS8GiY"
2019-10-24 20:36:08,@laSextaTV Otro motivo para nuestro rid\xc3\xadculo internacional. Estas cosas son las que han hecho que muchos repudien e\xe2\x80\xa6 https://t.co/DWmco2Oghc
2019-10-24 20:31:03,"Sloppy reporting @rtenews. I hate this narrative that our GHG emissions targets are ""set by EU""... like some imposi\xe2\x80\xa6 https://t.co/6ed2N0IdA5"
2019-10-24 20:21:03,Leaves to landfill?\nRidiculous.\nSort it out already. https://t.co/IQl3opiCbC
2019-10-24 20:09:56,"s all about #reuse today at #ReuseRepublic in @Corkcoco County Hall. Exhibitions, workshops,  swapshops all afternoon -\xe2\x80\xa6"""
2019-10-24 19:59:27,One way to find out might be to consider our @ucd_geography #MScUrbanEnvironment programme @ucdsocscilaw working wi\xe2\x80\xa6 https://t.co/DMn0LjnaZI
2019-10-24 19:58:47,#Votegate apologies in the D\xc3\xa1il but will any TD face sanctions?\n\nIreland misses greenhouse gas emissions targets AG\xe2\x80\xa6 https://t.co/8IufjNw1NA
2019-10-24 19:54:14,An Post lands \xe2\x82\xac40m loan from EU bank for electric vehicles and automated parcel sorting https://t.co/wRoFAanBYv #investment #lceconomics
2019-10-24 19:40:04,"@El_Stago @MrNiallMcGarry \xf0\x9f\x98\x82keep the faith Al, insulation is where it\xe2\x80\x99s at, just like making meadows!! We\xe2\x80\x99ll save th\xe2\x80\xa6 https://t.co/VFCp21Pt5Q"
2019-10-24 19:27:00,Ireland exceeds emissions allocation by 5m tonnes https://t.co/LAcz5D7gkv
2019-10-24 19:22:31,@Independent_ie Deja vu ? Or are the indo doing their bit for the environment by recycling stories
2019-10-24 19:12:23,#WATCH Ireland failed to meet its greenhouse gas emissions targets for the third year in the row\n\nThe Government\xe2\x80\x99s\xe2\x80\xa6 https://t.co/OKOBNsViPI
2019-10-24 19:07:49,@jpal2001Paul Interesting to see the companies are spending hundreds of millions to delay climate change policy \xf0\x9f\xa4\x94
2019-10-24 19:01:00,Farmers are constantly being blamed for climate change yet here is the 20 firms producing a third of global emissio\xe2\x80\xa6 https://t.co/1qRuGJ9OxD
2019-10-24 19:00:16,#bitcoin bros and renewable energy https://t.co/Fdw7sgzJ3i. Debunking bitcoin and renewable energy. Study assumes t\xe2\x80\xa6 https://t.co/g74SOkJJUx
2019-10-24 18:50:25,*Five million tonnes* of carbon emissions from drained peat are not accounted for yet. Add that to the EPA figures\xe2\x80\xa6 https://t.co/bCIVGTiPPG
2019-10-24 18:39:39,"All set to go at @RepakRecycling Awards, @CleanIrlRecycle up for best household and commercial collector of the yea\xe2\x80\xa6 https://t.co/mSTyjZMgLi"
2019-10-24 18:36:16,Loving this collaborative event linking the #Belfast &amp; #Dublin startup ecosystems for @StartupWeekDub\xe2\x80\xa6 https://t.co/B7P4ddRq5J
2019-10-24 18:32:10,"Great North/South #entrepreneurship panel on ecosystem development with @simonbailie  (@DigitalDNAHQ), Jenny Irvine\xe2\x80\xa6 https://t.co/flaBU7gK0I"
2019-10-24 18:25:04,"About Enviroform At Enviroform we provide tailored Spaceloft Aerogel insulation solutions for new builds, refurbish\xe2\x80\xa6 https://t.co/z6YtdeWe6Y"
2019-10-24 18:23:05,@RianOCeallaigh @FineGael Predictions for migrant numbers due to climate change indicate 600 million by 2100. Own c\xe2\x80\xa6 https://t.co/JovFlq9fTR
2019-10-24 18:20:27,"Hi @BP_plc you can read how your are the 6th biggest company for fossil fuels below. Also, will you commit to stop\xe2\x80\xa6 https://t.co/9jWtfPYjUl"
2019-10-24 18:19:22,"#Pumpkins are turning into an environmental hazard because millions of us are buying them, just to throw them in th\xe2\x80\xa6 https://t.co/rI2DtlAAVH"
2019-10-24 18:15:55,@LeoVaradkar @josephamadigan Hey guys!! Our emissions are still not on target so please stop with your misleading language!
